demoRace_loop.thisRepN,demoRace_loop.thisTrialN,demoRace_loop.thisN,demoRace_loop.thisIndex,LDTunderstand.thisRepN,LDTunderstand.thisTrialN,LDTunderstand.thisN,LDTunderstand.thisIndex,pracBlocks.thisRepN,pracBlocks.thisTrialN,pracBlocks.thisN,pracBlocks.thisIndex,pracTrial.thisRepN,pracTrial.thisTrialN,pracTrial.thisN,pracTrial.thisIndex,PMunderstand.thisRepN,PMunderstand.thisTrialN,PMunderstand.thisN,PMunderstand.thisIndex,LDT_block.thisRepN,LDT_block.thisTrialN,LDT_block.thisN,LDT_block.thisIndex,LDT_trial.thisRepN,LDT_trial.thisTrialN,LDT_trial.thisN,LDT_trial.thisIndex,ageTextbox.text,genderTextbox.text,race,raceResp,LDTunderstand,stim,word_type,corr_key,stim_location,LDTpracKey.keys,LDTpracKey.corr,LDTpracKey.rt,PMunderstand,cueTextbox.text,intentionTextbox.text,block_type,role,block_desc,lateQResp.keys,LDTResp.keys,LDTResp.corr,LDTResp.rt,blankQResp.keys,pressedQ,PM_corr,lateQResp.rt,postQ1,Q2Textbox.text,Q3Textbox.text,Q4,Q5,Q6Key.keys,Q6Key.rt,postQ7_correct,postQ7,Q8Textbox.text,education,medTextbox.text,health,healthLimit,psych,participant,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"
20 ",female,American Indian or Alaska Native,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,29,0,29,0,,,,,,charcoal,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.6078062972519547,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,epic,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.7422646216582507,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,0,1,0,,,,,,fracture,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.696079634828493,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,2,0,2,0,,,,,,anemic,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.9144577523693442,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,3,0,3,0,,,,,,ugifies,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.8290120668243617,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,4,0,4,0,,,,,,lightels,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,1.107184054562822,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,5,0,5,0,,,,,,ganter,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.933564682956785,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,6,0,6,0,,,,,,tapling,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.8151730911340564,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,7,0,7,0,,,,,,selongs,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.9099439703859389,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,8,0,8,0,,,,,,retona,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,1.16066412627697,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,9,0,9,0,,,,,,repayment,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.817391247022897,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,10,0,10,0,,,,,,fudden,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.8151389912236482,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,11,0,11,0,,,,,,rapport,w,g,lower,,,,,,,1,w,HiDemTar,None,h,0,0.6937886439263821,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,12,0,12,0,,,,,,gymnasium,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.7452713819220662,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,13,0,13,0,,,,,,railroad,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.6746774094644934,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,14,0,14,0,,,,,,outflow,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.846896363189444,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,15,0,15,0,,,,,,amms,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.8841484717559069,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,16,0,16,0,,,,,,padicals,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.9594091798644513,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,17,0,17,0,,,,,,expected,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,1.0237830455880612,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,18,0,18,0,,,,,,ragtam,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,1.2933363385964185,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,19,0,19,0,,,,,,amaze,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,1.1042249684687704,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,20,0,20,0,,,,,,chrik,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.7473004979547113,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,21,0,21,0,,,,,,metrol,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,1.668713218299672,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,22,0,22,0,,,,,,balign,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.8490267859306186,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,23,0,23,0,,,,,,lovud,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.8381144518498331,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,24,0,24,0,,,,,,remover,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.8114806890953332,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,25,0,25,0,,,,,,insertion,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.9782376820221543,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,26,0,26,0,,,,,,submit,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.8812800981104374,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,27,0,27,0,,,,,,couple,w,g,lower,,,,,,,1,w,HiDemTar,None,g,1,0.7732529228087515,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,28,0,28,0,,,,,,defensa,nw,h,lower,,,,,,,1,nw,HiDemTar,None,h,1,0.8453539172187448,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,29,0,29,0,,,,,,ladybug,target,q,lower,,,,,,,1,target,HiDemTar,None,g,0,0.8906569387763739,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,0,0,0,,,,,,oalis,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.8621913762763143,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,0,1,0,,,,,,naxis,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.8268180787563324,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,2,0,2,0,,,,,,glating,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,1.0880618949886411,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,3,0,3,0,,,,,,heaviest,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.7633265093900263,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,4,0,4,0,,,,,,beggarlan,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.9480992327444255,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,5,0,5,0,,,,,,miability,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,3.325635338202119,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,6,0,6,0,,,,,,unversed,w,g,upper,,,,,,,3,w,LoDemNoTar,None,h,0,0.7195983785204589,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,7,0,7,0,,,,,,ronic,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.6816549997311085,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,8,0,8,0,,,,,,rawhide,w,g,upper,,,,,,,3,w,LoDemNoTar,None,q,0,1.2527070050127804,None,q,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,9,0,9,0,,,,,,visible,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,3.328798362519592,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,10,0,10,0,,,,,,corg,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,1.779530635336414,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,11,0,11,0,,,,,,disperse,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.7475686632096767,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,12,0,12,0,,,,,,catacomb,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,1.0610394582618028,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,13,0,13,0,,,,,,passet,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.89758519991301,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,14,0,14,0,,,,,,infusion,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.7480149427428842,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,15,0,15,0,,,,,,ready,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,1.525442855199799,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,16,0,16,0,,,,,,antwers,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.991463188547641,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,17,0,17,0,,,,,,release,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,1.3588487475644797,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,18,0,18,0,,,,,,uncle,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.6715726531110704,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,19,0,19,0,,,,,,iolize,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.8035863714758307,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,20,0,20,0,,,,,,spigat,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.6822631717659533,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,21,0,21,0,,,,,,atch,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.774372594896704,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,22,0,22,0,,,,,,alticles,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,1.1174686837475747,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,23,0,23,0,,,,,,rander,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.6314703796524554,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,24,0,24,0,,,,,,addition,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.7816795979160815,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,25,0,25,0,,,,,,tiger,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.8775625349953771,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,26,0,26,0,,,,,,usage,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.8657695597503334,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,27,0,27,0,,,,,,committed,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.9505838984623551,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,28,0,28,0,,,,,,slimped,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.7590401712805033,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,29,0,29,0,,,,,,patio,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.7679161056876183,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,0,0,0,0,,,,,,galashes,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,1.054757772712037,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,0,1,0,,,,,,digar,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.6114583087619394,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,2,0,2,0,,,,,,quittint,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.6583862125407904,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,3,0,3,0,,,,,,plogging,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.7428956374060363,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,4,0,4,0,,,,,,halents,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.7841990259476006,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,5,0,5,0,,,,,,hardest,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.9117625271901488,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,6,0,6,0,,,,,,misest,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,1.305273990612477,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,7,0,7,0,,,,,,humanize,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.868136034347117,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,8,0,8,0,,,,,,cayward,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,1.8960036877542734,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,9,0,9,0,,,,,,single,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.7714065562468022,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,10,0,10,0,,,,,,numbled,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,1.7314747828058898,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,11,0,11,0,,,,,,presently,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.7334853592328727,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,12,0,12,0,,,,,,stooping,w,g,upper,,,,,,,3,w,LoDemNoTar,None,h,0,4.118752896785736,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,13,0,13,0,,,,,,intended,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.9847878634463996,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,14,0,14,0,,,,,,mosary,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.7281624467577785,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,15,0,15,0,,,,,,coster,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.8182175930123776,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,16,0,16,0,,,,,,serving,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,1.16023737937212,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,17,0,17,0,,,,,,computer,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.9530036749783903,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,18,0,18,0,,,,,,mandate,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.7616277991328388,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,19,0,19,0,,,,,,facienda,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,1.105411516269669,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,20,0,20,0,,,,,,paying,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,1.2761006045620888,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,21,0,21,0,,,,,,etuip,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,1.4643922504037619,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,22,0,22,0,,,,,,causality,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.948825596133247,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,23,0,23,0,,,,,,bengths,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.9742261304054409,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,24,0,24,0,,,,,,eggays,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,h,1,0.8625171470921487,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,25,0,25,0,,,,,,mining,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.7944925939664245,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,26,0,26,0,,,,,,infancy,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,0.8983373865485191,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,27,0,27,0,,,,,,poyride,nw,h,upper,,,,,,,3,nw,LoDemNoTar,None,g,0,0.6925994474440813,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,28,0,28,0,,,,,,overcoat,w,g,upper,,,,,,,3,w,LoDemNoTar,None,g,1,1.0400401423685253,None,,,,,,,,,,,,,,,,,,,301,2023-11-09_16h34.04.648,leap3,2022.2.5,60.06600144450393,
